batch_id,legacy_code,affected_row_count,current_target_code,current_resolution_type,current_confidence,candidate_rank,candidate_code,candidate_confidence,candidate_heuristic,review_status,approved_target_code,review_notes
cao50001-live-refresh,NVT-100*1610,1,UNKNOWN,unknown,0.00,1,001,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NVT-193,2,UNKNOWN,unknown,0.00,1,NVT-193 1400,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NVT-193,2,UNKNOWN,unknown,0.00,2,NVT-193 1610,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NVT-193,2,UNKNOWN,unknown,0.00,3,NVT-193 1905,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NVT-193,2,UNKNOWN,unknown,0.00,4,NVT-193 2159,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,NVT-193,2,UNKNOWN,unknown,0.00,5,NVT-193 2160,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,OC119,1,UNKNOWN,unknown,0.00,1,OC119-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,OC130,1,UNKNOWN,unknown,0.00,1,OC130-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P3VX-0475OH,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0600,1,UNKNOWN,unknown,0.00,1,P5V-0600 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0850,1,UNKNOWN,unknown,0.00,1,P5V-0850 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0850,1,UNKNOWN,unknown,0.00,2,P5V-0850-3R,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0890,1,UNKNOWN,unknown,0.00,1,P5V-0890 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0900,2,UNKNOWN,unknown,0.00,1,P5V-0900 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-0900,2,UNKNOWN,unknown,0.00,2,P5V-0900-3R,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1120,1,UNKNOWN,unknown,0.00,1,P5V-1120 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1120,1,UNKNOWN,unknown,0.00,2,P5V-1120-3R,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1320,1,UNKNOWN,unknown,0.00,1,P5V-1320 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1400,1,UNKNOWN,unknown,0.00,1,P5V-1400 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1400,1,UNKNOWN,unknown,0.00,2,P5V-1400-3R,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1500,1,UNKNOWN,unknown,0.00,1,P5V-1500 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P5V-1600,4,UNKNOWN,unknown,0.00,1,P5V-1600 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,P8V-4750 OH,1,UNKNOWN,unknown,0.00,1,P8V-4750,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PB025.5-1,1,UNKNOWN,unknown,0.00,1,PB025.5,0.85,strip-trailing-hyphen-segment,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PB025.5-1,1,UNKNOWN,unknown,0.00,2,PB025,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PB025.5-1,1,UNKNOWN,unknown,0.00,3,圓綠帶 5*1米粗面,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PP0103-I,4,UNKNOWN,unknown,0.00,1,PP0103,0.85,strip-trailing-hyphen-segment,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PP0103-I,4,UNKNOWN,unknown,0.00,2,010,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PPM019.5,1,UNKNOWN,unknown,0.00,1,PM019,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PPM019.5,1,UNKNOWN,unknown,0.00,2,PM019.5,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPA-0950 OH,1,UNKNOWN,unknown,0.00,1,PA095,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-2400,2,UNKNOWN,unknown,0.00,1,PB240,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-2400,2,UNKNOWN,unknown,0.00,2,PSPB-2400 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3150,3,UNKNOWN,unknown,0.00,1,PB315,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3150,3,UNKNOWN,unknown,0.00,2,PSPB-3150 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3350,5,UNKNOWN,unknown,0.00,1,PB335,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3350,5,UNKNOWN,unknown,0.00,2,PSPB-3350 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3350,5,UNKNOWN,unknown,0.00,3,SPB-3350,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3550,3,UNKNOWN,unknown,0.00,1,PSPB-3550 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3650,1,UNKNOWN,unknown,0.00,1,PSPB-3650 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-3750,1,UNKNOWN,unknown,0.00,1,PSPB-3750 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-4000,1,UNKNOWN,unknown,0.00,1,PSPB-4000 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPB-4500,1,UNKNOWN,unknown,0.00,1,PSPB-4500 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPC-3350,2,UNKNOWN,unknown,0.00,1,PSPC-3350 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,PSPC-4250,1,UNKNOWN,unknown,0.00,1,PSPC-4250 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RB023,3,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RB038-3,3,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RB045-3,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RB052-6,101,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RB101-6,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RC083-3,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RC095,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RH280*26M/M,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RL150*21M/M,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,RL263*28m/m,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,S-2 9*2230,1,UNKNOWN,unknown,0.00,1,S-2 9*2230MM,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,S4.5M-504,1,UNKNOWN,unknown,0.00,1,S4.5M-504*25,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,S8M-1120*19M/M,1,UNKNOWN,unknown,0.00,1,8M-1120*19M/M,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,S8M-1120*19M/M,1,UNKNOWN,unknown,0.00,2,S8M-1120*19,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPA-1457,2,UNKNOWN,unknown,0.00,1,PA145,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPA-1457,2,UNKNOWN,unknown,0.00,2,PSPA-1457 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPA-1700-5,1,UNKNOWN,unknown,0.00,1,SPA-1700,0.85,strip-trailing-hyphen-segment,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPA-1700-5,1,UNKNOWN,unknown,0.00,2,005,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPA-1700-5,1,UNKNOWN,unknown,0.00,3,PA170,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPC-6000,1,UNKNOWN,unknown,0.00,1,PSPC-6000 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPC-6000,1,UNKNOWN,unknown,0.00,2,SPC-6000-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1000,1,UNKNOWN,unknown,0.00,1,PSPZ-1000 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1000,1,UNKNOWN,unknown,0.00,2,SPZ-1000-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1000,1,UNKNOWN,unknown,0.00,3,SPZ-1000-P,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1462,3,UNKNOWN,unknown,0.00,1,PSPZ-1462 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1462,3,UNKNOWN,unknown,0.00,2,SPZ-1462-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1462,3,UNKNOWN,unknown,0.00,3,SPZ-1462-P,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1487-2,1,UNKNOWN,unknown,0.00,1,SPZ-1487,0.85,strip-trailing-hyphen-segment,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1900,2,UNKNOWN,unknown,0.00,1,PSPZ-1900 OH,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,SPZ-1900,2,UNKNOWN,unknown,0.00,2,SPZ-1900-3,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,VA915,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,VD740 41,1,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,VMB030,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,VS16*573,2,UNKNOWN,unknown,0.00,,,,,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
cao50001-live-refresh,XL120*5M/M PU,1,UNKNOWN,unknown,0.00,1,XL120*5M/M,0.60,normalized-substring,,,Seeded from tbsslipdtx.col_7 orphan analysis; retained on UNKNOWN until an analyst approves a mapping.
